"Country or Territory","Station Name","WMO Station Number","National Station Id Number","Period","Element-Statistic Qualifier Code","Statistic Description","Unit","Jan","Jan Footnotes","Feb","Feb Footnotes","Mar","Mar Footnotes","Apr","Apr Footnotes","May","May Footnotes","Jun","Jun Footnotes","Jul","Jul Footnotes","Aug","Aug Footnotes","Sep","Sep Footnotes","Oct","Oct Footnotes","Nov","Nov Footnotes","Dec","Dec Footnotes","Annual","Annual Footnotes","Annual NCDC Computed Value","Annual NCDC Computed Value Footnotes"
"UNITED STATES OF AMERICA","INTERNATIONAL FALLS/INT'L ARP,MN","72747","00214026","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","FARGO/WSO AP ND","72753","00322859","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","BISMARCK/MUNICIPAL, ND","72764","00320819","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","WILLISTON/SLOULIN FIELD, ND","72767","00329425","1962-1990","","Number of Years used to Calculate Normal","cm","29","","29","","29","","29","","29","","29","","29","","29","","29","","29","","29","","29","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","GLASGOW/INT'L ARPT MT","72768","00243558","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","HELENA/COUNTY-CITY, MT","72772","00244055","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","MISSOULA/JOHNSON-BELL FIELD, MT","72773","00245745","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","GREAT FALLS/INT'L ARPT MT","72775","00243751","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","KALISPELL MT","72779","00244558","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","YAKIMA/YAKIMA AIR TERMINAL, WA","72781","00459465","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","LEWISTON/WSO AP ID","72783","00105241","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","SPOKANE/INTL, WA","72785","00457938","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","ASTORIA/CLATSOP, OR","72791","00350328","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","OLYMPIA, WA","72792","00456114","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","SEATTLE/SEATTLE-TACOMA INTL A,WA","72793","00457473","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","QUILLAYUTE STATE AP, WA","72797","00456858","1966-1990","","Number of Years used to Calculate Normal","cm","24","","24","","24","","24","","24","","24","","24","","25","","25","","25","","25","","25","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","MILES CITY FAA AP, MT","74230","00245690","1961-1989","","Number of Years used to Calculate Normal","cm","29","","29","","29","","29","","28","","28","","28","","28","","28","","28","","28","","28","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","NEW YORK/JFK, NY","74486","00305803","1964-1990","","Number of Years used to Calculate Normal","cm","27","","27","","27","","27","","27","","27","","27","","27","","27","","27","","27","","27","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","MILTON/BLUE HILL OBSERVATORY MA","74492","00190736","1962-1990","","Number of Years used to Calculate Normal","cm","28","","28","","28","","28","","28","","28","","28","","28","","28","","29","","29","","29","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA","SAN JUAN/ISLA VERDE INT'L ARP,PR","78526","00668812","1961-1990","","Number of Years used to Calculate Normal","cm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA (ANTARCTIC STATIONS)","AMUNDSEN-SCOTT","89009","00090001","1961-1988","","Median Value","cm","88888.8","1","88888.8","1","88888.8","1","88888.8","1","88888.8","1","88888.8","1","88888.8","1","88888.8","1","88888.8","1","88888.8","1","88888.8","1","88888.8","1","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (ANTARCTIC STATIONS)","BYRD STATION","89125","00068201","1961-1988","","Median Value","cm","5.1","","3.0","","2.3","","0.5","","1.8","","1.0","","0.8","","0.3","","88888.8","1","0.3","","88888.8","1","1.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (ANTARCTIC STATIONS)","MCMURDO SOUND","89664","00087601","1961-1986","","Median Value","cm","6.6","","22.4","","11.4","","12.7","","17.0","","17.8","","14.0","","6.6","","7.6","","13.5","","8.4","","10.4","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (ANTARCTIC STATIONS)","AMUNDSEN-SCOTT","89009","00090001","1961-1988","","Maximum Daily Value","cm","1.3","","6.3","","0.8","","0.5","","0.8","","1.0","","88888.8","1","0.3","","1.0","","0.3","","0.5","","1.0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (ANTARCTIC STATIONS)","BYRD STATION","89125","00068201","1961-1988","","Maximum Daily Value","cm","5.3","","10.2","","2.5","","2.5","","7.6","","4.3","","2.5","","2.3","","0.3","","0.8","","7.4","","3.6","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (ANTARCTIC STATIONS)","MCMURDO SOUND","89664","00087601","1961-1986","","Maximum Daily Value","cm","37.3","","53.3","","25.9","","25.4","","42.7","","29.2","","17.8","","15.7","","22.9","","71.1","","20.3","","20.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (ANTARCTIC STATIONS)","AMUNDSEN-SCOTT","89009","00090001","1961-1988","","Date (Year/Day) of Occurrence of Maximum Daily Value","cm","197108","","197220","","196314","","197125","","197112","","196314","","198331","","196317","","197127","","197119","","197616","","197020","","-9999","","-9999",""
"UNITED STATES OF AMERICA (ANTARCTIC STATIONS)","BYRD STATION","89125","00068201","1961-1988","","Date (Year/Day) of Occurrence of Maximum Daily Value","cm","197418","","196112","","196201","","196126","","196131","","196906","","196130","","196404","","196727","","196817","","196710","","198124","","-9999","","-9999",""
"UNITED STATES OF AMERICA (ANTARCTIC STATIONS)","MCMURDO SOUND","89664","00087601","1961-1986","","Date (Year/Day) of Occurrence of Maximum Daily Value","cm","196816","","196611","","196816","","196801","","196810","","196730","","197708","","196630","","196619","","197116","","196908","","196925","","-9999","","-9999",""
"UNITED STATES OF AMERICA (ANTARCTIC STATIONS)","AMUNDSEN-SCOTT","89009","00090001","1961-1988","","Mean Monthly Value","cm","0.3","","0.5","","-9999.9","2","-9999.9","2","0.3","","-9999.9","2","88888.8","1","-9999.9","2","-9999.9","2","-9999.9","2","-9999.9","2","0.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (ANTARCTIC STATIONS)","BYRD STATION","89125","00068201","1961-1988","","Mean Monthly Value","cm","6.3","","5.3","","2.0","","1.3","","5.1","","3.3","","2.3","","1.3","","-9999.9","2","0.8","","2.3","","3.0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (ANTARCTIC STATIONS)","MCMURDO SOUND","89664","00087601","1961-1986","","Mean Monthly Value","cm","16.8","","31.5","","16.0","","18.0","","20.8","","28.2","","17.5","","13.5","","9.9","","20.3","","13.5","","14.0","","220.0","","220.0",""
"UNITED STATES OF AMERICA (ANTARCTIC STATIONS)","AMUNDSEN-SCOTT","89009","00090001","1961-1988","","First Quartile","cm","88888.8","1","88888.8","1","88888.8","1","88888.8","1","88888.8","1","88888.8","1","88888.8","1","88888.8","1","88888.8","1","88888.8","1","88888.8","1","88888.8","1","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (ANTARCTIC STATIONS)","BYRD STATION","89125","00068201","1961-1988","","First Quartile","cm","0.3","","1.5","","1.3","","88888.8","1","88888.8","1","0.3","","88888.8","1","88888.8","1","88888.8","1","88888.8","1","88888.8","1","88888.8","1","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (ANTARCTIC STATIONS)","MCMURDO SOUND","89664","00087601","1961-1986","","First Quartile","cm","1.3","","13.7","","4.6","","5.3","","8.6","","8.6","","4.6","","3.8","","2.5","","5.8","","2.8","","7.1","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (ANTARCTIC STATIONS)","AMUNDSEN-SCOTT","89009","00090001","1961-1988","","Third Quartile","cm","88888.8","1","88888.8","1","88888.8","1","88888.8","1","88888.8","1","88888.8","1","88888.8","1","88888.8","1","88888.8","1","88888.8","1","88888.8","1","88888.8","1","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (ANTARCTIC STATIONS)","BYRD STATION","89125","00068201","1961-1988","","Third Quartile","cm","10.4","","8.1","","2.5","","2.8","","9.9","","5.8","","2.5","","2.3","","0.3","","1.5","","2.8","","4.6","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (ANTARCTIC STATIONS)","MCMURDO SOUND","89664","00087601","1961-1986","","Third Quartile","cm","25.1","","45.2","","25.4","","31.8","","22.6","","27.9","","22.9","","17.3","","13.0","","24.1","","21.1","","15.5","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (ANTARCTIC STATIONS)","AMUNDSEN-SCOTT","89009","00090001","1961-1988","","Number of Years used to Calculate Normal","cm","24","","21","","22","","23","","22","","23","","23","","23","","22","","22","","23","","23","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA (ANTARCTIC STATIONS)","BYRD STATION","89125","00068201","1961-1988","","Number of Years used to Calculate Normal","cm","19","","9","","8","","9","","9","","9","","8","","9","","9","","9","","17","","20","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA (ANTARCTIC STATIONS)","MCMURDO SOUND","89664","00087601","1961-1986","","Number of Years used to Calculate Normal","cm","21","","20","","21","","21","","20","","20","","21","","21","","21","","21","","21","","21","","-9999","2","-9999.9","2"
"UNITED STATES OF AMERICA (PACIFIC ISLANDS)","MIDWAY ISLAND/NAS PI","91066","00022701","1961-1990","","Median Value","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (PACIFIC ISLANDS)","LIHUE, KAUAI, HI","91165","00515580","1961-1990","","Median Value","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (PACIFIC ISLANDS)","HONOLULU, OAHU, HI","91182","00511919","1961-1990","","Median Value","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (PACIFIC ISLANDS)","KAHULUI, HI","91190","00512572","1961-1990","","Median Value","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (PACIFIC ISLANDS)","GUAM/MARSHALL ISLANDS PI","91217","00914229","1961-1990","","Median Value","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (PACIFIC ISLANDS)","WAKE ISLAND PI","91245","00914901","1961-1990","","Median Value","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (PACIFIC ISLANDS)","HILO/WSO AP 87 HI","91285","00511492","1961-1990","","Median Value","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (PACIFIC ISLANDS)","TRUK ISLAND/CAROLINE ISLANDS PI","91334","00914851","1961-1990","","Median Value","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (PACIFIC ISLANDS)","POHNPEI, PI","91348","00914751","1961-1990","","Median Value","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (PACIFIC ISLANDS)","KWAJALEIN ISLAND, PI","91366","00914375","1961-1990","","Median Value","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (PACIFIC ISLANDS)","MAJURO, PI","91376","00914460","1961-1990","","Median Value","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (PACIFIC ISLANDS)","KOROR/W CAROLINE ISLANDS PI","91408","00914351","1961-1990","","Median Value","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (PACIFIC ISLANDS)","YAP ISLAND/CAROLINE ISLANDS PI","91413","00914951","1961-1990","","Median Value","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (PACIFIC ISLANDS)","TAFUNA/AMERICAN SAMOA PI","91765","00061705","1966-1990","","Median Value","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (PACIFIC ISLANDS)","MIDWAY ISLAND/NAS PI","91066","00022701","1961-1990","","Maximum Daily Value","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (PACIFIC ISLANDS)","LIHUE, KAUAI, HI","91165","00515580","1961-1990","","Maximum Daily Value","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA (PACIFIC ISLANDS)","HONOLULU, OAHU, HI","91182","00511919","1961-1990","","Maximum Daily Value","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
